dest_room,bill_room,date,time,orders,menu_id,prefix_room,name,price,category,capacity,type
restaurant,L10,2016-01-17,16:17:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L7,2016-02-15,05:35:00,1,14,L,coffee,3.0,drink,50,conference_room_large
L14,L14,2016-01-26,20:08:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
L12,L12,2016-01-31,17:39:00,2,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L12,2016-02-03,21:11:00,3,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L12,2016-01-29,05:17:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L9,L9,2016-02-13,02:06:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L18,2016-01-18,13:08:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
L18,L18,2016-01-18,04:14:00,4,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L13,2016-01-27,16:36:00,3,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L13,L13,2016-02-02,19:00:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L13,2016-01-25,20:29:00,2,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L13,2016-01-31,10:19:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L13,2016-01-30,17:54:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
S83,S83,2016-01-12,02:46:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S84,S84,2016-01-11,07:48:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L21,L21,2016-01-09,21:19:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L21,2016-01-10,06:37:00,1,15,L,tea,2.5,drink,50,conference_room_large
L22,L22,2016-01-09,22:50:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L22,2016-01-07,01:14:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L22,L22,2016-01-15,01:08:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,S51,2016-02-27,05:11:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S52,2016-02-28,07:59:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S53,2016-02-27,08:36:00,5,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S5,S5,2016-01-03,15:25:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S6,S6,2016-01-02,19:26:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S7,2016-01-06,21:59:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S8,S8,2016-01-04,04:09:00,5,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S10,2016-01-05,11:30:00,1,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S54,2016-03-01,06:25:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S55,2016-03-03,05:01:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S56,2016-02-28,02:22:00,4,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,D17,2016-02-03,10:32:00,3,11,D,vegetarian lasagna,16.0,dinner,3,double_room
restaurant,L10,2016-02-24,02:16:00,3,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L10,2016-02-21,04:01:00,1,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,S54,2016-03-22,13:20:00,4,14,S,coffee,3.0,drink,15,conference_room_small
S56,S56,2016-03-23,06:00:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S57,2016-03-23,16:57:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S41,S41,2016-03-16,03:51:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S41,2016-03-18,05:19:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S42,2016-03-17,18:13:00,4,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S42,2016-03-20,09:40:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
S43,S43,2016-03-16,00:18:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
S32,S32,2016-02-08,04:05:00,2,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S33,2016-02-07,12:55:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,N35,2016-01-22,17:37:00,3,9,N,steak 'n stuff,18.0,dinner,1,normal_room
restaurant,N36,2016-01-20,13:32:00,3,13,N,super soup,14.0,dinner,1,normal_room
restaurant,N37,2016-01-15,21:12:00,2,6,N,deluxe-breakfast,12.0,breakfast,1,normal_room
restaurant,N38,2016-01-16,19:34:00,2,9,N,steak 'n stuff,18.0,dinner,1,normal_room
restaurant,N40,2016-01-11,17:59:00,3,11,N,vegetarian lasagna,16.0,dinner,1,normal_room
restaurant,S15,2016-01-23,20:45:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S16,2016-01-24,17:22:00,1,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S18,2016-01-23,02:08:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,L9,2016-03-02,17:45:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L9,L9,2016-02-29,00:32:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S29,S29,2016-03-07,19:39:00,3,14,S,coffee,3.0,drink,15,conference_room_small
S67,S67,2016-01-30,22:23:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S68,2016-01-26,14:05:00,5,1,S,soft-drink,3.0,drink,15,conference_room_small
S88,S88,2016-01-16,21:41:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S89,2016-01-16,13:44:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S89,S89,2016-01-13,10:55:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,L14,2016-01-30,01:34:00,2,15,L,tea,2.5,drink,50,conference_room_large
S21,S21,2016-02-19,17:42:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S23,S23,2016-02-13,13:51:00,4,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S23,S23,2016-02-14,00:57:00,3,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S24,S24,2016-02-12,04:43:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S24,2016-02-16,17:19:00,4,15,S,tea,2.5,drink,15,conference_room_small
S24,S24,2016-02-19,08:16:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S25,2016-02-15,15:53:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S25,2016-02-18,09:21:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S91,2016-01-11,19:03:00,2,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S93,S93,2016-01-13,07:02:00,2,1,S,soft-drink,3.0,drink,15,conference_room_small
L22,L22,2016-03-05,06:39:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L22,2016-03-06,15:45:00,1,0,L,water,2.5,drink,50,conference_room_large
L22,L22,2016-03-05,11:33:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,X14,2016-02-29,19:44:00,3,15,X,tea,2.5,drink,3,deluxe_room
restaurant,S39,2016-01-08,20:28:00,5,1,S,soft-drink,3.0,drink,15,conference_room_small
N32,N32,2016-03-01,02:09:00,4,2,N,beer,3.5,alcoholic-drink,1,normal_room
L6,L6,2016-01-03,11:32:00,3,0,L,water,2.5,drink,50,conference_room_large
L17,L17,2016-03-24,22:06:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L17,L17,2016-03-20,15:46:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L17,2016-03-25,08:18:00,2,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
S57,S57,2016-03-03,08:53:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S58,S58,2016-03-04,05:35:00,2,14,S,coffee,3.0,drink,15,conference_room_small
S59,S59,2016-03-04,19:55:00,1,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S60,S60,2016-03-03,17:51:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
L10,L10,2016-02-28,15:23:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L10,2016-02-28,13:08:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,S11,2016-01-03,22:24:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,L37,2016-03-02,05:17:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L37,L37,2016-03-02,16:13:00,5,0,L,water,2.5,drink,50,conference_room_large
S20,S20,2016-01-21,01:29:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L12,L12,2016-01-10,11:37:00,4,15,L,tea,2.5,drink,50,conference_room_large
S56,S56,2016-01-13,07:28:00,2,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S57,2016-01-13,19:20:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,L15,2016-01-31,22:17:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L15,2016-01-31,10:41:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
L16,L16,2016-01-30,09:28:00,4,15,L,tea,2.5,drink,50,conference_room_large
L16,L16,2016-02-01,11:24:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
S17,S17,2016-01-02,16:49:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S19,2016-01-03,22:46:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S20,S20,2016-01-08,01:20:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S21,2016-01-01,15:30:00,4,0,S,water,2.5,drink,15,conference_room_small
S22,S22,2016-01-08,12:24:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S22,2016-01-06,19:29:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
L23,L23,2016-03-07,13:13:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
L7,L7,2016-01-04,23:37:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L7,2016-01-03,02:08:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L7,2016-01-05,16:12:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L7,L7,2016-01-02,13:14:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L8,2016-01-05,11:01:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L8,2016-01-06,04:01:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L8,L8,2016-01-04,17:38:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
S20,S20,2016-03-02,12:53:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S20,2016-03-02,02:30:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S20,2016-02-29,15:32:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S21,2016-03-04,14:04:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S22,S22,2016-02-22,02:28:00,5,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S22,S22,2016-02-19,12:30:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S22,2016-03-03,22:15:00,4,12,S,spareribs,17.0,dinner,15,conference_room_small
S23,S23,2016-03-01,17:11:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S23,S23,2016-02-26,22:21:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S23,2016-03-05,07:53:00,2,0,S,water,2.5,drink,15,conference_room_small
restaurant,S23,2016-02-19,10:43:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S23,S23,2016-02-23,19:52:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
L18,L18,2016-02-13,17:52:00,2,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L19,2016-02-13,07:35:00,2,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L19,L19,2016-02-14,00:48:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,S63,2016-03-29,17:30:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S63,2016-03-23,09:23:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
L22,L22,2016-03-25,09:58:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L23,L23,2016-03-28,19:25:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,N60,2016-03-27,06:27:00,3,11,N,vegetarian lasagna,16.0,dinner,1,normal_room
N61,N61,2016-03-30,18:23:00,5,9,N,steak 'n stuff,18.0,dinner,1,normal_room
L16,L16,2016-03-29,02:44:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,N63,2016-02-06,00:56:00,5,11,N,vegetarian lasagna,16.0,dinner,1,normal_room
restaurant,N64,2016-02-02,11:29:00,2,13,N,super soup,14.0,dinner,1,normal_room
restaurant,N66,2016-02-08,20:34:00,5,1,N,soft-drink,3.0,drink,1,normal_room
restaurant,L20,2016-03-26,09:32:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
N68,N68,2016-02-08,02:23:00,1,8,N,deluxe-lunch,10.0,lunch,1,normal_room
restaurant,N38,2016-02-25,14:23:00,3,1,N,soft-drink,3.0,drink,1,normal_room
L21,L21,2016-01-26,07:14:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L17,2016-02-04,19:22:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L18,2016-02-03,06:44:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
L24,L24,2016-03-22,07:37:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L25,2016-03-22,01:51:00,2,0,L,water,2.5,drink,50,conference_room_large
restaurant,S95,2016-01-09,13:44:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S95,2016-01-13,17:17:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S12,2016-03-30,12:36:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S13,2016-04-02,21:39:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S14,2016-03-31,02:48:00,3,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
D22,D22,2016-03-30,19:21:00,1,15,D,tea,2.5,drink,3,double_room
D24,D24,2016-03-25,02:48:00,1,0,D,water,2.5,drink,3,double_room
L27,L27,2016-03-20,13:28:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
L27,L27,2016-03-20,13:11:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L27,L27,2016-03-20,03:57:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L27,2016-03-19,16:45:00,2,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L27,2016-03-26,16:01:00,5,1,L,soft-drink,3.0,drink,50,conference_room_large
L16,L16,2016-01-18,02:27:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L23,2016-01-11,19:39:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L23,2016-01-11,04:47:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L23,2016-01-17,20:38:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L17,2016-03-29,11:48:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L17,L17,2016-03-29,13:37:00,2,0,L,water,2.5,drink,50,conference_room_large
S36,S36,2016-03-03,15:51:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S38,S38,2016-03-13,17:55:00,5,0,S,water,2.5,drink,15,conference_room_small
restaurant,S38,2016-03-06,05:27:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L20,L20,2016-02-08,13:54:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L15,2016-01-25,18:47:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L15,2016-01-27,07:54:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S98,2016-01-08,04:34:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,S98,2016-01-13,09:52:00,4,12,S,spareribs,17.0,dinner,15,conference_room_small
S99,S99,2016-01-10,12:17:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S24,2016-02-04,19:00:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S29,S29,2016-02-02,22:04:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S31,2016-02-01,05:21:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S74,2016-03-22,01:44:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S75,2016-03-26,02:17:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S83,2016-03-24,11:07:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S83,S83,2016-03-26,05:14:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S27,S27,2016-02-19,12:18:00,2,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S28,2016-02-16,14:32:00,5,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S28,2016-02-14,04:39:00,4,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,L22,2016-01-21,07:59:00,2,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L22,2016-01-22,02:14:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
L28,L28,2016-03-21,13:38:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L28,2016-03-23,17:44:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L28,2016-03-20,21:05:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L28,L28,2016-03-30,10:49:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L28,L28,2016-03-17,12:59:00,1,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L28,L28,2016-03-26,23:19:00,2,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L28,2016-03-29,19:36:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L28,L28,2016-03-24,07:40:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,S36,2016-02-09,23:43:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S37,S37,2016-02-06,08:22:00,4,1,S,soft-drink,3.0,drink,15,conference_room_small
S38,S38,2016-02-05,16:02:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S38,2016-02-06,05:58:00,3,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S40,2016-02-03,15:49:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L34,2016-03-29,06:44:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,S22,2016-03-27,10:22:00,3,0,S,water,2.5,drink,15,conference_room_small
restaurant,L24,2016-03-08,23:17:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L24,2016-03-05,10:37:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,S21,2016-01-20,11:32:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S24,2016-01-23,00:46:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S26,2016-01-20,18:52:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S28,2016-01-23,07:14:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S101,S101,2016-01-09,08:07:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S102,2016-01-11,05:29:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,X23,2016-01-13,17:17:00,4,3,X,wine,3.5,alcoholic-drink,3,deluxe_room
X24,X24,2016-01-14,19:05:00,3,10,X,surf 'n turf,17.0,dinner,3,deluxe_room
L25,L25,2016-03-26,01:08:00,2,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L25,L25,2016-03-26,01:22:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L25,2016-03-26,20:34:00,3,14,L,coffee,3.0,drink,50,conference_room_large
L26,L26,2016-03-15,20:00:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,S61,2016-02-12,06:50:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S63,2016-02-11,19:21:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S24,2016-03-25,10:01:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S32,S32,2016-02-18,12:15:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S33,S33,2016-02-17,15:53:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,D20,2016-02-09,00:42:00,3,6,D,deluxe-breakfast,12.0,breakfast,3,double_room
restaurant,N44,2016-02-19,20:09:00,4,0,N,water,2.5,drink,1,normal_room
restaurant,S40,2016-03-03,04:51:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S41,S41,2016-03-02,03:32:00,5,0,S,water,2.5,drink,15,conference_room_small
restaurant,S42,2016-03-04,12:13:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S104,2016-01-15,18:05:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S105,2016-01-14,20:55:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,N46,2016-02-23,14:37:00,3,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,S34,2016-02-04,03:19:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,L2,2016-02-02,18:58:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S88,S88,2016-03-23,13:08:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S88,S88,2016-03-20,08:13:00,2,1,S,soft-drink,3.0,drink,15,conference_room_small
S89,S89,2016-03-27,23:02:00,4,14,S,coffee,3.0,drink,15,conference_room_small
L24,L24,2016-01-24,21:43:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L30,2016-03-13,16:54:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L30,2016-03-10,04:30:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L31,L31,2016-03-11,22:47:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L15,2016-01-29,10:35:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,S22,2016-03-28,20:28:00,5,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S22,S22,2016-04-01,08:52:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S25,2016-03-28,14:08:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S25,2016-03-31,08:28:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S91,2016-03-21,15:09:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S91,2016-03-23,20:32:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S92,2016-03-21,03:38:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,L9,2016-02-16,23:00:00,1,0,L,water,2.5,drink,50,conference_room_large
L9,L9,2016-02-16,05:05:00,2,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L10,2016-02-16,18:47:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L10,2016-02-15,10:41:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
S27,S27,2016-03-26,00:46:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S28,2016-03-29,09:24:00,4,0,S,water,2.5,drink,15,conference_room_small
S29,S29,2016-03-30,20:04:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
S47,S47,2016-03-03,16:42:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S47,2016-03-05,02:07:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S24,2016-02-27,22:16:00,5,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S24,2016-02-25,13:10:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S24,2016-03-04,17:54:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S26,2016-02-25,03:35:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S26,2016-02-24,08:50:00,5,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,L12,2016-02-27,21:57:00,1,15,L,tea,2.5,drink,50,conference_room_large
L12,L12,2016-02-27,07:28:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L14,2016-02-27,18:29:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L32,2016-01-17,12:56:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L32,2016-01-16,18:01:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L24,L24,2016-01-12,03:45:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,D24,2016-02-08,00:02:00,2,15,D,tea,2.5,drink,3,double_room
restaurant,N55,2016-01-03,11:15:00,2,6,N,deluxe-breakfast,12.0,breakfast,1,normal_room
restaurant,N57,2016-01-05,21:05:00,5,9,N,steak 'n stuff,18.0,dinner,1,normal_room
N58,N58,2016-01-08,13:53:00,3,1,N,soft-drink,3.0,drink,1,normal_room
restaurant,S109,2016-01-15,14:46:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
N55,N55,2016-03-06,17:18:00,4,9,N,steak 'n stuff,18.0,dinner,1,normal_room
restaurant,N56,2016-03-03,02:33:00,4,1,N,soft-drink,3.0,drink,1,normal_room
restaurant,N61,2016-02-27,11:12:00,4,8,N,deluxe-lunch,10.0,lunch,1,normal_room
restaurant,N62,2016-02-29,10:05:00,3,1,N,soft-drink,3.0,drink,1,normal_room
L38,L38,2016-03-11,13:35:00,4,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L39,2016-03-11,07:22:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L17,2016-02-01,14:35:00,3,0,L,water,2.5,drink,50,conference_room_large
L18,L18,2016-02-01,15:34:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L14,2016-02-20,19:43:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L28,2016-03-07,09:54:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S49,2016-03-06,14:10:00,1,0,S,water,2.5,drink,15,conference_room_small
